name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 192699 b,Confirmed,,0.093,0.093,2.096,0.093,0.093,1.206,,,340.94,0.92,0.92,1.063,0.049,0.049,0.082,0.041,0.041,,,,0.017313,2007,30-12-2018,87,37,37,2454079,36,36,,,,,,,,,,,,,,,,,,,49.3,2.1,2.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 192699,304.02502,4.58079,6.44,,,,,67,,,-0.15,0.04,0.04,1.38,0.12,0.12,4.41,0.51,0.51,G8IV,1.8,1,1,5041,44,44,,,
HD 194490 b,Confirmed,11.207,1.329,1.764,,,,,,,13092.2,2510,3494.6,11.116,1.511,2.007,0.251,0.094,0.105,57.99,8.652,7.922,,2022,17-06-2024,261.106,7.069,4.955,,,,,,,,,,,,,,,,,,,,,,80.948,1.296,1.219,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 194490,306.9990007,-51.6644403,8.97,,7.862,7.547,7.533,80.2349,0.2488,0.2488,0.08,0.06,0.06,1.06,0.128,0.128,1.149,0.05,0.05,G1V,,,,5861.32,112.396,112.396,,,
HD 195019 Ab,Confirmed,,0.3,0.3,3.7,0.3,0.3,,,,18.20163,0.0004,0.0004,0.1388,0.008,0.008,0.014,0.0044,0.0044,,,,0.003715,1998,28-07-2024,322,20,20,11015,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 195019 A,307.0708333,18.77,6.91,,,,,37.36,1.2,1.2,0.08,0.04,0.04,1.06,,,1.38,,,G3 IV-V,5.33,,,5787,31,31,,,
HD 196050 Ab,Confirmed,,,,2.83,,,,,,1316.24,,,2.47,,,0.21,,,,,,0.052665,2002,29-07-2024,223,,,51033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 196050 A,309.4625,-60.6344444,7.49,9.01,6.38,6.12,6.03,50.6742,0.1019,0.1019,0.22,0.007,0.007,1.07,0.14,0.14,1.423,0.077,0.077,G1IV-V,3.17,,,5893.05,147.239,147.239,,,
HD 19615 b,Confirmed,8.6,53.5,-17.8,8.5,0.7,0.7,,,,402,2,2,1.1,0.1,0.1,0.2,0.1,0.1,279,71,71,,2022,25-06-2024,,,,,,,,,,,,,,,,,,,,,,,,,224,18,18,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 19615,48.78143686,73.86814485,6.56,,4.208,3.406,3.062,265.155,1.811,1.811,-0.31,0.11,0.11,1.1,0.1,0.1,32.3,0.9,0.9,M0III,6.7,1.8,1.8,3987,125,125,,,
HD 196885 Ab,Confirmed,2.67,0.63,1.4,2.98,0.05,0.05,,,,1333.2,3.7,3.7,2.54,0.11,0.11,0.48,0.02,0.02,89,44,42,,2007,24-03-2025,93.2,3,3,2452571,7,7,,,,,,,,,,,,,,,,,,,54.4,1.5,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 196885 A,309.9625,11.2494444,6.4,,,,,33,1,1,0.29,0.05,0.05,1.33,,,1.79,0.17,0.17,F8V,2,0.5,0.5,6340,39,39,,,
HD 197037 Ab,Confirmed,,0.05,0.05,0.79,0.05,0.05,,,,1035.7,13,13,2.07,0.05,0.05,0.22,0.07,0.07,,,,0.062727,2012,04-08-2024,298,26,26,2451353.1,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 197037 b,,HD 197037 A,309.8875,42.2486111,6.81,,,,,33,,,-0.2,0.06,0.06,1.11,,,,,,F7V,1.9,,,6150,100,100,,,GNS 11 A
HD 199509 Ab,Confirmed,,0.016,0.012,0.136,0.016,0.012,,,,99.6,0.1,0.1,0.426,0.019,0.018,0.373,0.087,0.09,,,,,2012,11-02-2025,316.962,12.411,15.866,,,,,,,,,,,,,,,,,,,,,,6.279,0.368,0.279,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 199509 A,317.3363649,-82.02725244,6.995,6.298,5.816,5.526,5.425,24.3056,0.0204,0.0204,-0.307,0.028,0.028,1.04,0.135,0.135,0.9,0.0372,0.0372,G2V,,,,5796.02,106.578,106.578,,,
HD 20003 b,Confirmed,,0.0031,0.0031,0.0378,0.0031,0.0031,,,,11.849,0.0028,0.0028,0.0974,0.0016,0.0016,0.4,0.08,0.08,,,,0.002224,2011,11-09-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20003,46.9083333,-72.3219444,8.37,,,,,43.8,1.5,1.5,,,,,,,,,,G8V,,,,,,,,,
HD 20003 c,Confirmed,,0.004,0.004,0.0422,0.004,0.004,,,,33.823,0.0654,0.0654,0.1961,0.0032,0.0032,0.16,0.09,0.09,,,,0.004477,2011,11-09-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20003,46.9083333,-72.3219444,8.37,,,,,43.8,1.5,1.5,,,,,,,,,,G8V,,,,,,,,,
HD 200964 b,Confirmed,,0.08,0.14,1.85,0.08,0.14,,,,613.8,1.4,1.3,1.601,0.002,0.002,0.04,0.02,0.04,,,,0.023406,2010,26-05-2014,288,111.9,47,2454900,89.3,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 200964,316.6666667,3.8030556,6.64,,,,,68.4,4.8,4.8,-0.15,0.04,0.04,1.44,0.09,0.09,4.3,0.09,0.09,K0III-IV,3,0.6,0.6,5164,44,44,,,
HD 200964 c,Confirmed,,0.063,0.123,0.895,0.063,0.123,,,,825,3.1,5.1,1.95,0.005,0.008,0.181,0.017,0.024,,,,0.028509,2010,26-05-2014,182.6,57.1,67.7,2455000,54.6,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 200964,316.6666667,3.8030556,6.64,,,,,68.4,4.8,4.8,-0.15,0.04,0.04,1.44,0.09,0.09,4.3,0.09,0.09,K0III-IV,3,0.6,0.6,5164,44,44,,,
HD 202432 b,Confirmed,,0.4,0.4,1.9,0.4,0.4,,,,418.8,2.9,2.9,1.2,0.1,0.1,0.21,0.16,0.16,,,,,2018,30-10-2024,61.24,21.76,21.76,2454908,26,26,,,,,,,,,,,,,,,,,,,43,3,3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 202432,317.9183892,70.44114334,7,,,,,161,6,6,0.16,0.1,0.1,1.2,0.2,0.2,11.1,0.3,0.3,K2III,6.1,2.6,2.6,4549,30,30,,,HIP 104632
HD 202696 Ab,Confirmed,,0.011,0.174,1.991,0.011,0.174,,,,528.2,12.5,1.8,1.587,0.025,0.004,0.026,0.006,0.1,,,,,2018,04-08-2024,289.7,91.8,35.1,,,,,,,,,,,,,,,,,,,,,,32.5,1.6,3.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 202696,319.225,27.25805557,8.23,,,,,188.5,1.6,1.6,0.02,0.04,0.04,1.91,0.14,0.09,6.01,0.19,0.33,K0III-IV,1.32,0.25,0.35,5040,85,71,,,
HD 202696 Ac,Confirmed,,0.212,0.116,1.917,0.212,0.116,,,,958,26.4,2.2,2.36,0.04,0.003,0.265,0.23,0.05,,,,,2018,04-08-2024,140,44.9,88.7,,,,,,,,,,,,,,,,,,,,,,26.6,3.5,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 202696,319.225,27.25805557,8.23,,,,,188.5,1.6,1.6,0.02,0.04,0.04,1.91,0.14,0.09,6.01,0.19,0.33,K0III-IV,1.32,0.25,0.35,5040,85,71,,,
HD 202772 Ab,Confirmed,1.008,0.079,0.074,,,,1.562,0.069,0.053,3.30896,8.20E-05,8.20E-05,0.0519,0.0012,0.00075,0.047,0.033,0.05,84.2,0.86,1.1,,2018,04-08-2024,88,120,34,,,,2458328.684,0.00035,0.00035,2458330.33,0.051,0.043,,,,,,,0.416,0.078,0.055,,,,96.9,6,6.1,2132,33,37,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-123 b, TOI-123 Ab, TOI-123.01",,HD 202772 A,319.7,-26.61638891,8.32,,,,,147.2,2.4,2.5,0.29,0.24,0.13,1.703,0.12,0.075,2.614,0.11,0.08,F7IV,1.8,0.3,0.43,6230,98,100,,,"TOI-123, TIC 290131778"
HD 203030 Ab,Confirmed,11,4,4,,,,1.3,0.04,0.06,,,,487,,,,,,,,,,2017,30-03-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,Published in a refereed paper,Imaging,Spectrum,Theoretical,"V457 Vul b, HIP 105232 b",H2O,HD 203030 A,319.7416667,26.2305556,8.43,,,,,39.25,0.095,0.095,,,,0.94,0.126,0.126,0.875,0.0524,0.0524,G8V,0.25,0.07,0.07,5418.3,138.58,138.58,,,V457 Vul
HD 20329 b,Confirmed,0.02335,0.00343,0.00343,,,,0.1534,0.0062,0.0062,0.926118,4.30E-05,5.00E-05,0.018,0.0003,0.0003,0,,,76.01,0.56,0.56,,2022,02-10-2024,,,,,,,,,,2459472.143,0.00075,0.00082,,,,,,,0.826,0.017,0.017,,,,5.07,0.42,0.42,2000,130,130,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-4524 b,,HD 20329,49.17916668,15.65722224,8.7,,,,,63.38,,,-0.07,,,0.9,,,1.13,,,G5,11,,,5596,,,,,TOI-4524
HD 20367 b,Confirmed,,,,1.07,,,,,,500,6,6,1.25,,,0.23,0.1,0.1,,,,0.046296,2002,15-12-2010,83,26,26,,,,,,,,,,,,,,,,,,,51786,32,32,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20367,49.4166667,31.1269444,6.41,,,,,27,,,0.1,,,1.04,0.06,0.06,1.18,0.32,0.32,G0,0.87,,,6128,33,33,,,
HD 2039 b,Confirmed,,0.82,0.82,6.11,0.82,0.82,,,,1120,23,23,2.23,0.13,0.13,0.67,0.1,0.1,,,,0.024499,2002,19-01-2016,344.1,3.6,3.6,2452041,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 2039,6.0833333,-56.65,9.01,,,,,89.8,,,0.1,0.16,0.16,0.98,0.05,0.05,1.21,,,G2/G3 IV-V,5.28,,,5947,39,39,,,
HD 204313 b,Confirmed,,0.3,0.3,4.28,0.3,0.3,,,,2024.1,3.1,3.1,3.167,0.12,0.12,0.0946,0.0032,0.0032,,,,0.064176,2009,26-10-2015,292.5,2.7,2.7,2452111.6,28,28,,,,,,,,,,,,,,,,,,,68.45,0.3,0.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 204313,322.05,-21.7263889,7.99,,,,,47.37,1.39,1.39,0.18,0.02,0.02,1.045,0.033,0.033,,,,G5V,3.38,2.58,2.58,5767,17,17,,,
HD 204313 c,Confirmed,,0.0053,0.0053,0.0553,0.0053,0.0053,,,,34.905,0.012,0.012,0.2099,0.0071,0.0071,0.155,0.071,0.071,,,,0.00444,2011,13-06-2019,238,22,22,,,,,,,,,,,,,,,,,,,,,,3.42,0.22,0.22,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 204313,322.05,-21.7263889,7.99,,,,,47.37,1.39,1.39,0.18,0.02,0.02,1.045,0.033,0.033,,,,G5V,3.38,2.58,2.58,5767,17,17,,,
HD 204941 Ab,Confirmed,,0.032,0.032,0.266,0.032,0.032,,,,1733,74,74,2.56,0.08,0.08,0.37,0.08,0.08,,,,0.094815,2011,04-08-2024,228,18,18,2456015,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 204941 A,323.1,-20.9575,8.45,,,,,28.7165,0.061,0.061,-0.197,0.0166,0.0166,0.83,0.1,0.1,0.792,0.045,0.045,K2V,6.67,0.77,0.77,5016.12,114.577,114.577,,,
HD 205158 b,Confirmed,,0.045,0.039,0.392,0.045,0.039,,,,25.3,0.003,0.004,0.177,0.009,0.008,0.145,0.058,0.075,,,,,2022,18-06-2024,27.309,5.595,5.085,,,,,,,,,,,,,,,,,,,,,,24.793,1.414,1.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 205158,323.9188286,-59.69319826,7.84,,6.797,6.506,6.457,86.6159,0.3853,0.3853,,,,1.16,0.158,0.158,1.877,0.0754,0.0754,F8IV,,,,6133.55,106.233,106.233,,,
HD 205739 b,Confirmed,,0.09,0.07,1.37,0.09,0.07,,,,279.8,0.1,0.1,0.896,0.015,0.015,0.27,0.07,0.07,,,,0.009922,2008,07-09-2008,301,8,8,3390.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 205739,324.5333333,-31.7375,8.56,,7.59,7.35,7.23,90.3,,,0.19,0.04,0.04,1.22,0.06,0.06,1.33,0.1,0.1,F7V,2.84,0.92,0.92,6176,30,30,,,
HD 206255 b,Confirmed,,0.0223,0.0223,0.1076,0.0223,0.0223,,,,96.045,0.317,0.317,0.461,0.009,0.009,0.23,0.11,0.11,,,,,2019,19-04-2019,86.92,44.9,44.9,,,,,,,,,,,,,,,,,,,,,,3.92,0.8,0.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 206255,325.59,-50.09,,,,,,75.41,0.18,0.18,,,,1.42,0.08,0.08,,,,G5IV/V,,,,5635,99,82,,,
HD 206610 b,Confirmed,,0.1,0.1,2.2,0.1,0.1,,,,610,13,13,1.68,0.05,0.05,0.229,0.058,0.058,,,,0.00866,2010,18-03-2010,296,10,10,2454677,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 206610,325.8541667,-7.4083333,8.34,,,,,194,36,36,0.14,0.03,0.03,1.56,0.11,0.11,6.1,0.1,0.1,K0,3,1,1,4874,44,44,,,
HD 206893 c,Confirmed,10.31,2.2,2.4,,,,1.46,0.06,0.18,2082,183,183,3.62,0.42,0.35,0.38,0.1,0.1,148.9,5.3,8,,2019,24-01-2025,149,5.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.9,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Flux,,,HD 206893,326.3416667,-12.78333335,6.67,,,,,38.34,0.8,0.8,,,,1.24,,,,,,F5V,1.1,1,1,6486,,,,,
HD 207496 Ab,Confirmed,0.0192,0.005,0.005,,,,0.2007,0.0107,0.0107,6.441008,1.10E-05,1.10E-05,0.0629,0.001,0.001,0.23,0.049,0.049,,,,,2023,11-02-2025,57,22,22,,,,,,,2458658.79,0.0005,0.0005,,,,,,,0.43,0.28,0.28,,,,2.52,0.62,0.62,743,26,26,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-1099 b, TOI-1099.01",,HD 207496 A,328.7125,-77.33805557,8,,,,,23.6382,0.012,0.012,0.095,0.04,0.04,0.8,0.04,0.04,0.769,0.026,0.026,K2.5V,0.52,0.26,0.26,4819,94,94,,,TOI-1099
HD 20781 b,Confirmed,,0.00123,0.00123,0.00607,0.00123,0.00123,,,,5.3135,0.001,0.001,0.0529,0.0027,0.0027,0.1,0.07,1,,,,,2011,19-02-2024,84,108,142,2455503.203,1.5,2.1,,,,,,,,,,,,,,,,,,,0.91,0.15,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 20781,50.0125,-28.7838889,8.44,,,,,35.4,1,1,,,,,,,,,,G9.5V,,,,,,,,,
HD 20781 c,Confirmed,,0.00211,0.0022,0.01677,0.00211,0.0022,,,,13.8905,0.0034,0.0034,0.1,0.0051,0.0046,0.09,0.09,0.09,,,,,2011,19-02-2024,7.44,70,54,,,,,,,,,,,,,,,,,,,,,,1.81,0.16,0.16,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 20781,50.0125,-28.7838889,8.44,,,,,35.4,1,1,,,,,,,,,,G9.5V,,,,,,,,,
HD 20781 d,Confirmed,,0.0037,0.0038,0.0334,0.0037,0.0038,,,,29.158,0.01,0.0102,0.1647,0.0083,0.0076,0.11,0.06,0.05,,,,,2019,17-08-2021,60.99,30.03,30.79,2455511.326,2.4382,2.4394,,,,,,,,,,,,,,,,,,,2.82,0.16,0.17,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J03200291-2847016 d, CD-29 1229 d, CPD-29 381 d, HD 20782 B d, HIP 15526 d, SAO 168468 d, TYC 6445-00983-1 d, WISE J032003.21-284702.4 d",,HD 20781,50.0125,-28.7838889,8.44,,,,,35.4,1,1,,,,,,,,,,G9.5V,,,,,,,,,
HD 20781 e,Confirmed,,0.0049,0.0049,0.0442,0.0049,0.0049,,,,85.5073,0.0947,0.0983,0.3374,0.017,0.0155,0.06,0.04,0.06,,,,,2019,17-08-2021,70.59,67.58,61.4,2455513.391,16.009,14.3623,,,,,,,,,,,,,,,,,,,2.6,0.14,0.14,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J03200291-2847016 e, CD-29 1229 e, CPD-29 381 e, HD 20782 B e, HIP 15526 e, SAO 168468 e, TYC 6445-00983-1 e, WISE J032003.21-284702.4 e",,HD 20781,50.0125,-28.7838889,8.44,,,,,35.4,1,1,,,,,,,,,,G9.5V,,,,,,,,,
HD 20782 b,Confirmed,,0.5,0.5,1.9,0.5,0.5,,,,591.9,2.8,2.8,1.381,0.005,0.005,0.97,0.01,0.01,,,,0.03834,2006,19-01-2016,147.7,6.5,6.5,2451175.9,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20782,50.0125,-28.8538889,7.38,,,,,36.02,1,1,-0.05,0.03,0.03,1,0.03,0.03,,,,G2 V,7.1,4.3,4.3,5578,30,30,,,
HD 207832 Ab,Confirmed,,0.03,0.06,0.56,0.03,0.06,,,,161.97,0.78,0.97,0.57,0.002,0.002,0.13,0.05,0.18,,,,,2012,06-08-2024,130.8,83.4,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 207832 b,,HD 207832 A,328.15,-26.0267,8.7986,,,,,54.4,2.7,2.7,0.06,,,0.94,0.1,0.1,0.901,0.056,0.056,G5V,4.5,4.5,0,5710,81,81,,,HD 207832
HD 207832 Ac,Confirmed,,0.05,0.18,0.73,0.05,0.18,,,,1155.7,37,71.9,2.112,0.045,0.087,0.27,0.1,0.22,,,,,2012,28-07-2024,121.6,76.5,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 207832 c,,HD 207832 A,328.15,-26.0267,8.7986,,,,,54.4,2.7,2.7,0.06,,,0.94,0.1,0.1,0.901,0.056,0.056,G5V,4.5,4.5,0,5710,81,81,,,HD 207832
HD 207897 b,Confirmed,0.05,0.005,0.005,,,,0.22348,0.0071,0.0071,16.202157,8.50E-05,8.50E-05,0.1164,0.0017,0.0017,0.047,0.033,0.053,88.755,0.0067,0.0067,,2021,19-10-2021,235,95,68,,,,,,,,,,,,,,,,0.712,0.04,0.04,,,,4.65,0.46,0.46,632.3,7,8.2,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1611 b,,HD 207897,325.1875,84.33361112,8.4,,,,,28.25,0.03,0.03,-0.04,0.04,0.04,0.801,0.031,0.026,0.779,0.019,0.019,K0V,7.1,4.5,4.5,5071,59,59,,,TOI-1611
HD 208487 b,Confirmed,,0.05,0.05,0.413,0.05,0.05,,,,129.8,0.4,0.4,0.51,0.02,0.02,0.21,0.09,0.09,,,,0.011333,2004,23-12-2010,123,40,40,51008,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 208487,329.3291667,-37.7636111,7.48,,,,,45,,,-0.06,0.05,0.05,1.3,,,1.15,,,G2V,3.88,,,5929,,,,,
HD 208487 c,Confirmed,0.46,0.1,0.1,,,,,,,908,90,90,1.8,0.1,0.1,0.19,0.1,0.1,,,,0.04,2006,04-10-2021,227,50,50,10605,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Other,,,,,HD 208487,329.3291667,-37.7636111,7.48,,,,,45,,,-0.06,0.05,0.05,1.3,,,1.15,,,G2V,3.88,,,5929,,,,,
HD 208527 b,Confirmed,,1.7,1.7,9.9,1.7,1.7,,,,875.5,5.8,5.8,2.1,0.2,0.2,0.08,0.04,0.04,,,,,2012,12-11-2012,278,19.5,19.5,2450745.3,45.7,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 208527,329.1,21.24,6.4,,,,,320.2,61.1,61.1,-0.09,0.16,0.16,1.6,0.4,0.4,51.1,8.3,8.3,M1III,2,1.3,1.3,4035,65,65,,,
HD 20868 b,Confirmed,,0.05,0.05,1.99,0.05,0.05,,,,380.85,0.09,0.09,0.947,0.012,0.012,0.75,0.002,0.002,,,,0.019366,2008,27-08-2014,356.2,0.4,0.4,2454451.52,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 20868,50.1791667,-33.73,9.92,,,,,48.9,3.5,3.5,0.04,0.1,0.1,0.78,0.03,0.03,0.79,,,K3/4IV,4.5,4,4,4795,12.4,12.4,,,
HD 208897 b,Confirmed,,0.08,0.08,1.4,0.08,0.08,,,,352.7,1.7,1.7,1.05,0.03,0.03,0.07,0.06,0.06,,,,,2017,09-08-2017,167,83,83,2455036,82,82,,,,,,,,,,,,,,,,,,,34.7,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 208897,329.7487141,19.02030375,6.51,,,,,64.68,,,0.21,0.15,0.15,1.25,0.11,0.11,4.98,0.2,0.2,K0,,,,4860,100,100,,,HIP 108513
HD 209458 b,Confirmed,0.69,0.017,0.017,,0.017,0.017,1.38,0.018,0.018,3.52472,2.82E-05,2.82E-05,0.04747,0.00055,0.00055,0.0082,0.0082,0.0078,86.59,0.046,0.046,0.00101,1999,19-11-2024,43.8,68,68,2452968.399,,,,,,2453344.768,0.000617,0.000617,2459453.156,0.003,0.003,,,,0.5,0.007,0.007,,0.021,0.021,84.3,0.88,0.88,,,,,,0.096,0.016,0.016,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,"C, Ca, CCH, CH4, CO, CO2, Fe, Fe+, H, H2, H2O, HCN, He, K, Mg, Mn, Na, NH3, O2, O I, Sc, TiO, V, VO",HD 209458,330.7916667,18.8844444,7.65,,,,,47,,,0.02,0.05,0.05,1.148,0.022,0.022,1.203,0.061,0.061,G0 V,4,2,2,6092,103,103,,,
HD 210193 b,Confirmed,,0.0733,0.0733,0.4817,0.0733,0.0733,,,,649.918,8.6,8.6,1.487,0.031,0.031,0.24,0.09,0.09,,,,,2019,26-04-2019,168.84,28.7,28.7,,,,,,,,,,,,,,,,,,,,,,11.4,1.56,1.56,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 210193,332.4,-41.23,,,,,,42.25,0.08,0.08,,,,1.04,0.06,0.06,,,,G3V,,,,5790,50,38,,,
HD 210277 b,Confirmed,,0.03,0.03,1.23,0.03,0.03,,,,442.1,0.4,0.4,1.1,0.02,0.02,0.472,0.011,0.011,,,,0.051667,1998,05-09-2006,118.2,1.9,1.9,50988.2,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 210277,332.3708333,-7.5422222,6.63,,,,,21.29,0.36,0.36,0.19,0.04,0.04,1.09,,,1.1,0.05,0.05,G0,6.93,,,5532,14,14,IR Excess,,
HD 210702 Ab,Confirmed,,0.097,0.097,1.808,0.097,0.097,1.216,,,354.1,0.7,0.7,1.148,0.057,0.057,0.028,0.034,0.034,,,,0.020893,2007,04-08-2024,189,66,66,2454042,64,64,,,,,,,,,,,,,,,,,,,37.8,2,2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 210702 A,332.9625,16.0405556,5.93,,,,,56,2.3,2.3,0.12,0.04,0.04,1.61,0.18,0.18,4.92,0.4,0.3,K1III-IV,1.4,1,1,4951,44,44,,,
HD 211403 b,Confirmed,,0.39,0.39,5.54,0.39,0.39,,,,223.8,0.41,0.41,0.768,0.013,0.013,0.084,0.044,0.057,,,,,2021,13-07-2021,190,57,51,2455929,54,27,,,,,,,,,,,,,,,,,,,165.5,10,10,380,13,13,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 211403,333.8166667,58.27555557,8.5,,,,,83.29,0.2,0.2,0.18,0.04,0.04,1.2,0.06,0.06,1.206,0.08,0.08,F7V,,,,6273,44,44,,,
HD 211810 b,Confirmed,,0.44,0.44,0.67,0.44,0.44,,,,1558,22,22,2.656,0.043,0.043,0.68,0.14,0.14,,,,,2018,18-09-2018,98,14,14,2464763,86,86,,,,,,,,,,,,,,,,,,,15.6,7.2,7.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 211810,334.5291667,61.13444445,8.59,,,,,61,,,0.17,,,1.03,0.02,0.02,1.13,1.13,1.13,G5,,,,5652,,,,,
HD 211970 b,Confirmed,,0.0079,0.0079,0.0409,0.0079,0.0079,,,,25.2,0.025,0.025,0.143,0.003,0.003,0.15,0.1,0.1,,,,,2019,26-04-2019,97.83,51.73,51.73,,,,,,,,,,,,,,,,,,,,,,4.02,0.74,0.74,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 211970,335.57,-54.56,,,,,,13.13,0.01,0.01,,,,0.61,0.04,0.04,,,,K7V,,,,4127,94,149,,,
